id;key;locale;value
v246-0373;workforce.ui.advances.confirm;en-US;Confirm
v246-0374;workforce.ui.advances.confirm;ar-EG;تأكيد
v246-0375;workforce.ui.advances.confirmRepayment;en-US;Confirm repayment
v246-0376;workforce.ui.advances.confirmRepayment;ar-EG;تأكيد السداد
v246-0377;workforce.ui.advances.createTitle;en-US;New advance request
v246-0378;workforce.ui.advances.createTitle;ar-EG;طلب صرف سُلفة جديدة
v246-0379;workforce.ui.advances.createdAt;en-US;Created at
v246-0380;workforce.ui.advances.createdAt;ar-EG;تاريخ الإنشاء
v246-0381;workforce.ui.advances.createdSuccess;en-US;Advance disbursed successfully
v246-0382;workforce.ui.advances.createdSuccess;ar-EG;تم صرف السلفة بنجاح ✓
v246-0383;workforce.ui.advances.deductionMode;en-US;Processing mode
v246-0384;workforce.ui.advances.deductionMode;ar-EG;نوع التشغيل
v246-0385;workforce.ui.advances.defaultDeductionMode;en-US;Default deduction method
v246-0386;workforce.ui.advances.defaultDeductionMode;ar-EG;طريقة الخصم الافتراضية
v246-0387;workforce.ui.advances.defaultDeferral;en-US;Default deferral periods
v246-0388;workforce.ui.advances.defaultDeferral;ar-EG;فترات التأجيل الافتراضية
v246-0389;workforce.ui.advances.defaultInstallments;en-US;Default installment count
v246-0390;workforce.ui.advances.defaultInstallments;ar-EG;عدد الأقساط الافتراضي
v246-0391;workforce.ui.advances.deferral;en-US;Deduction start deferral (periods)
v246-0392;workforce.ui.advances.deferral;ar-EG;تأجيل بداية الخصم (عدد الفترات)
v246-0393;workforce.ui.advances.earlyRepayment;en-US;Early advance repayment
v246-0394;workforce.ui.advances.earlyRepayment;ar-EG;سداد سلفة مبكر
v246-0395;workforce.ui.advances.effectiveFrom;en-US;Effective from
v246-0396;workforce.ui.advances.effectiveFrom;ar-EG;سارية من
v246-0397;workforce.ui.advances.effectivePolicy;en-US;Effective policy that will be stored with the advance:
v246-0398;workforce.ui.advances.effectivePolicy;ar-EG;السياسة الفعلية التي سيحفظها الخادم مع السلفة:
v246-0399;workforce.ui.advances.employeeAria;en-US;Select the employee receiving the advance
v246-0400;workforce.ui.advances.employeeAria;ar-EG;اختر الموظف المستفيد من السلفة
v246-0401;workforce.ui.advances.employeeCategoryException;en-US;Employee category exception
v246-0402;workforce.ui.advances.employeeCategoryException;ar-EG;استثناء حسب فئة الموظفين
v246-0403;workforce.ui.advances.employeeCategoryRequired;en-US;Employee category *
v246-0404;workforce.ui.advances.employeeCategoryRequired;ar-EG;فئة الموظفين *
v246-0405;workforce.ui.advances.employeeException;en-US;Employee exception
v246-0406;workforce.ui.advances.employeeException;ar-EG;استثناء حسب الموظف
v246-0407;workforce.ui.advances.employeeRequired;en-US;Employee *
v246-0408;workforce.ui.advances.employeeRequired;ar-EG;الموظف *
v246-0409;workforce.ui.advances.empty;en-US;No advances have been recorded yet
v246-0410;workforce.ui.advances.empty;ar-EG;لا توجد سلف مسجّلة حتى الآن
v246-0411;workforce.ui.advances.enabled;en-US;Enabled
v246-0412;workforce.ui.advances.enabled;ar-EG;مفعّلة
v246-0413;workforce.ui.advances.entitlementDeduction;en-US;Deduct from entitlements
v246-0414;workforce.ui.advances.entitlementDeduction;ar-EG;خصم من المستحقات
v246-0415;workforce.ui.advances.eyebrow;en-US;Advances and installments
v246-0416;workforce.ui.advances.eyebrow;ar-EG;السلف والأقساط
v246-0417;workforce.ui.advances.firstInstallment;en-US;First installment:
v246-0418;workforce.ui.advances.firstInstallment;ar-EG;أول قسط:
v246-0419;workforce.ui.advances.firstInstallmentDate;en-US;First installment date
v246-0420;workforce.ui.advances.firstInstallmentDate;ar-EG;تاريخ أول قسط
v246-0421;workforce.ui.advances.frequency;en-US;Deduction frequency
v246-0422;workforce.ui.advances.frequency;ar-EG;دورية الخصم
v246-0423;workforce.ui.advances.fullRepayment;en-US;Full repayment — the advance will be closed
v246-0424;workforce.ui.advances.fullRepayment;ar-EG;سداد كامل — سيتم إغلاق السلفة بالكامل
v246-0425;workforce.ui.advances.fullRepaymentMismatch;en-US;For full repayment, the amount must equal the remaining balance
v246-0426;workforce.ui.advances.fullRepaymentMismatch;ar-EG;عند السداد الكامل، يجب أن يساوي المبلغ الرصيد المتبقي
v246-0427;workforce.ui.advances.global;en-US;Global setting
v246-0428;workforce.ui.advances.global;ar-EG;إعداد عام
v246-0429;workforce.ui.advances.halfMonth15;en-US;Half-monthly (every 15 days)
v246-0430;workforce.ui.advances.halfMonth15;ar-EG;نصف شهري (كل 15 يوم)
v246-0431;workforce.ui.advances.halfMonthly;en-US;Half-monthly
v246-0432;workforce.ui.advances.halfMonthly;ar-EG;نصف شهري
v246-0433;workforce.ui.advances.installmentAmount;en-US;Installment amount
v246-0434;workforce.ui.advances.installmentAmount;ar-EG;قيمة القسط
v246-0435;workforce.ui.advances.installmentAuto;en-US;Installment amount (EGP) — calculated automatically
v246-0436;workforce.ui.advances.installmentAuto;ar-EG;قيمة القسط (ج.م) — محسوبة تلقائياً
v246-0437;workforce.ui.advances.installmentCount;en-US;Number of installments *
v246-0438;workforce.ui.advances.installmentCount;ar-EG;عدد الأقساط *
v246-0439;workforce.ui.advances.installmentHelp;en-US;"Installment calculation — advance amount ÷ number of installments; it can be adjusted"
v246-0440;workforce.ui.advances.installmentHelp;ar-EG;طريقة احتساب الأقساط — مبلغ السلفة ÷ عدد الأقساط ويمكن تعديله
v246-0441;workforce.ui.advances.installmentHelpAria;en-US;Installment calculation help
v246-0442;workforce.ui.advances.installmentHelpAria;ar-EG;شرح احتساب الأقساط
v246-0443;workforce.ui.advances.installmentUnit;en-US;installment
v246-0444;workforce.ui.advances.installmentUnit;ar-EG;قسط
v246-0445;workforce.ui.advances.installments;en-US;Installments
v246-0446;workforce.ui.advances.installments;ar-EG;الأقساط
v246-0447;workforce.ui.advances.installmentsMinimum;en-US;A long-term advance requires at least 2 installments
v246-0448;workforce.ui.advances.installmentsMinimum;ar-EG;السلفة طويلة الأجل تتطلب قسطين على الأقل
v246-0449;workforce.ui.advances.longDescription;en-US;Long-term — recurring installments
v246-0450;workforce.ui.advances.longDescription;ar-EG;طويلة الأجل — تقسيط متكرر
v246-0451;workforce.ui.advances.longTerm;en-US;Long-term
v246-0452;workforce.ui.advances.longTerm;ar-EG;طويلة الأجل
v246-0453;workforce.ui.advances.manual;en-US;Manual
v246-0454;workforce.ui.advances.manual;ar-EG;يدوي
v246-0455;workforce.ui.advances.manualDeduction;en-US;Manual deduction
v246-0456;workforce.ui.advances.manualDeduction;ar-EG;خصم يدوي
v246-0457;workforce.ui.advances.manualIntervention;en-US;Manual — requires manual action
v246-0458;workforce.ui.advances.manualIntervention;ar-EG;يدوي — يتطلب تدخل يدوي
v246-0459;workforce.ui.advances.maxDeduction;en-US;Max deduction %
v246-0460;workforce.ui.advances.maxDeduction;ar-EG;أقصى خصم %
v246-0461;workforce.ui.advances.maxPeriodDeduction;en-US;Maximum deduction from period entitlement (%)
v246-0462;workforce.ui.advances.maxPeriodDeduction;ar-EG;الحد الأقصى للخصم من مستحق الفترة (%)
v246-0463;workforce.ui.advances.maximum;en-US;Maximum:
v246-0464;workforce.ui.advances.maximum;ar-EG;الحد الأقصى:
v246-0465;workforce.ui.advances.monthly;en-US;Monthly
v246-0466;workforce.ui.advances.monthly;ar-EG;شهري
v246-0467;workforce.ui.advances.new;en-US;+ New advance
v246-0468;workforce.ui.advances.new;ar-EG;+ صرف سُلفة جديدة
v246-0469;workforce.ui.advances.noEmployees;en-US;No active employees are available
v246-0470;workforce.ui.advances.noEmployees;ar-EG;لا يوجد موظفون نشطون متاحون
v246-0471;workforce.ui.advances.notes;en-US;Notes
v246-0472;workforce.ui.advances.notes;ar-EG;ملاحظات
v246-0473;workforce.ui.advances.openEnded;en-US;Open-ended
v246-0474;workforce.ui.advances.openEnded;ar-EG;مفتوحة
v246-0475;workforce.ui.advances.optional;en-US;Optional
v246-0476;workforce.ui.advances.optional;ar-EG;اختياري
v246-0477;workforce.ui.advances.originalAmount;en-US;Original amount
v246-0478;workforce.ui.advances.originalAmount;ar-EG;المبلغ الأصلي
v246-0479;workforce.ui.advances.originalAmountAria;en-US;Original amount help
v246-0480;workforce.ui.advances.originalAmountAria;ar-EG;شرح المبلغ الأصلي
v246-0481;workforce.ui.advances.originalAmountHelp;en-US;Original amount — full advance value at disbursement
v246-0482;workforce.ui.advances.originalAmountHelp;ar-EG;المبلغ الأصلي — كامل قيمة السلفة عند الصرف
v246-0483;workforce.ui.advances.paidOff;en-US;Paid off
v246-0484;workforce.ui.advances.paidOff;ar-EG;مسدّدة
v246-0485;workforce.ui.advances.partialRepayment;en-US;Partial repayment — a balance will remain
v246-0486;workforce.ui.advances.partialRepayment;ar-EG;سداد جزئي — سيتبقى رصيد بعد السداد
v246-0487;workforce.ui.advances.pause;en-US;Pause
v246-0488;workforce.ui.advances.pause;ar-EG;إيقاف
v246-0489;workforce.ui.advances.pauseConfirm;en-US;Pause deductions for {name}?
v246-0490;workforce.ui.advances.pauseConfirm;ar-EG;هل أنت متأكد من إيقاف اقتطاع السلفة الخاصة بـ ({name})؟
v246-0491;workforce.ui.advances.pauseFailed;en-US;Could not pause the advance: {detail}
v246-0492;workforce.ui.advances.pauseFailed;ar-EG;فشل إيقاف السلفة: {detail}
v246-0493;workforce.ui.advances.pauseSuccess;en-US;Advance deductions paused
v246-0494;workforce.ui.advances.pauseSuccess;ar-EG;تم إيقاف خصم السلفة مؤقتاً ✓
v246-0495;workforce.ui.advances.paymentMethod;en-US;Payment method
v246-0496;workforce.ui.advances.paymentMethod;ar-EG;طريقة السداد
v246-0497;workforce.ui.advances.policy;en-US;Deduction policy
v246-0498;workforce.ui.advances.policy;ar-EG;سياسة الخصم
v246-0499;workforce.ui.advances.policyDateInvalid;en-US;The policy end date cannot be before its start date
v246-0500;workforce.ui.advances.policyDateInvalid;ar-EG;تاريخ نهاية السياسة يسبق تاريخ البداية
v246-0501;workforce.ui.advances.policyEnd;en-US;Effective end date
v246-0502;workforce.ui.advances.policyEnd;ar-EG;تاريخ نهاية السريان
v246-0503;workforce.ui.advances.policyMax;en-US;Maximum of period entitlement %
v246-0504;workforce.ui.advances.policyMax;ar-EG;الحد الأقصى من مستحق الفترة %
v246-0505;workforce.ui.advances.policyPriority;en-US;Priority: beneficiary exception → category exception → global setting, for employees and workers. It can be overridden on the advance.
v246-0506;workforce.ui.advances.policyPriority;ar-EG;الأولوية: استثناء المستفيد ← استثناء فئته ← الإعداد العام، للموظفين والعمال. ويمكن تجاوزها داخل السلفة نفسها.
v246-0507;workforce.ui.advances.policySaveFailed;en-US;Could not save the policy
v246-0508;workforce.ui.advances.policySaveFailed;ar-EG;تعذّر حفظ السياسة
v246-0509;workforce.ui.advances.policySaved;en-US;Advance policy saved successfully
v246-0510;workforce.ui.advances.policySaved;ar-EG;تم حفظ سياسة السلف بنجاح ✓
v246-0511;workforce.ui.advances.policyScope;en-US;Policy scope *
v246-0512;workforce.ui.advances.policyScope;ar-EG;نطاق السياسة *
v246-0513;workforce.ui.advances.policyScopeEmployee;en-US;Employee exception
v246-0514;workforce.ui.advances.policyScopeEmployee;ar-EG;استثناء موظف
v246-0515;workforce.ui.advances.policyScopeEmployeeCategory;en-US;Employee category exception
v246-0516;workforce.ui.advances.policyScopeEmployeeCategory;ar-EG;استثناء فئة موظفين
v246-0517;workforce.ui.advances.policyScopeGlobal;en-US;Global setting
v246-0518;workforce.ui.advances.policyScopeGlobal;ar-EG;الإعداد العام
v246-0519;workforce.ui.advances.policyScopeWorker;en-US;Worker exception
v246-0520;workforce.ui.advances.policyScopeWorker;ar-EG;استثناء عامل
v246-0521;workforce.ui.advances.policyScopeWorkerCategory;en-US;Worker category exception
v246-0522;workforce.ui.advances.policyScopeWorkerCategory;ar-EG;استثناء فئة عمال
v246-0523;workforce.ui.advances.policySelectScope;en-US;Select the category, worker, or employee for the exception
v246-0524;workforce.ui.advances.policySelectScope;ar-EG;اختر الفئة أو العامل أو الموظف للاستثناء
v246-0525;workforce.ui.advances.policyStart;en-US;Effective start date *
v246-0526;workforce.ui.advances.policyStart;ar-EG;تاريخ بداية السريان *
v246-0527;workforce.ui.advances.policyStartRequired;en-US;Enter the policy effective start date
v246-0528;workforce.ui.advances.policyStartRequired;ar-EG;أدخل تاريخ بداية سريان السياسة
v246-0529;workforce.ui.advances.policySummary;en-US;Default advance policy and exceptions
v246-0530;workforce.ui.advances.policySummary;ar-EG;سياسة السلف الافتراضية والاستثناءات
v246-0531;workforce.ui.advances.policyTitle;en-US;Advance deduction policy
v246-0532;workforce.ui.advances.policyTitle;ar-EG;سياسة خصم السلف
v246-0533;workforce.ui.advances.preview;en-US;Result preview:
v246-0534;workforce.ui.advances.preview;ar-EG;معاينة النتيجة:
v246-0535;workforce.ui.advances.previouslyPaid;en-US;Previously paid
v246-0536;workforce.ui.advances.previouslyPaid;ar-EG;المسدّد سابقاً
v246-0537;workforce.ui.advances.reason;en-US;Advance reason and notes
v246-0538;workforce.ui.advances.reason;ar-EG;سبب السلفة والملاحظات
v246-0539;workforce.ui.advances.reasonPlaceholder;en-US;Example: emergency, personal need, ...
v246-0540;workforce.ui.advances.reasonPlaceholder;ar-EG;مثل: ظروف طارئة، احتياج شخصي، ...
v246-0541;workforce.ui.advances.receiptRef;en-US;Receipt number or payment reference
v246-0542;workforce.ui.advances.receiptRef;ar-EG;رقم الإيصال أو مرجع الدفع
v246-0543;workforce.ui.advances.recipient;en-US;Beneficiary
v246-0544;workforce.ui.advances.recipient;ar-EG;الجهة المستفيدة
v246-0545;workforce.ui.advances.recipientRequiredWarning;en-US;Select the advance beneficiary
v246-0546;workforce.ui.advances.recipientRequiredWarning;ar-EG;اختر المستفيد من السلفة
v246-0547;workforce.ui.advances.recipientTypeRequired;en-US;Beneficiary type *
v246-0548;workforce.ui.advances.recipientTypeRequired;ar-EG;نوع المستفيد *
v246-0549;workforce.ui.advances.remainingBalance;en-US;Remaining balance
v246-0550;workforce.ui.advances.remainingBalance;ar-EG;الرصيد المتبقي
v246-0551;workforce.ui.advances.remainingHelp;en-US;Remaining balance — original amount minus all recorded repayments and deductions
v246-0552;workforce.ui.advances.remainingHelp;ar-EG;الرصيد المتبقي — المبلغ الأصلي ناقص كل السداد والخصومات المسجلة
v246-0553;workforce.ui.advances.remainingHelpAria;en-US;Remaining balance help
v246-0554;workforce.ui.advances.remainingHelpAria;ar-EG;شرح الرصيد المتبقي
v246-0555;workforce.ui.advances.repay;en-US;Repay
v246-0556;workforce.ui.advances.repay;ar-EG;سداد
v246-0557;workforce.ui.advances.repayImpactClose;en-US;The advance will be closed in full
v246-0558;workforce.ui.advances.repayImpactClose;ar-EG;سيتم إغلاق السلفة بالكامل
v246-0559;workforce.ui.advances.repayImpactRemaining;en-US;A balance of {amount} EGP will remain after repayment
v246-0560;workforce.ui.advances.repayImpactRemaining;ar-EG;سيتبقى رصيد {amount} ج.م بعد السداد
v246-0561;workforce.ui.advances.repaymentAmount;en-US;Repayment amount (EGP) *
v246-0562;workforce.ui.advances.repaymentAmount;ar-EG;مبلغ السداد (ج.م) *
v246-0563;workforce.ui.advances.repaymentAmountInvalid;en-US;Enter a valid repayment amount
v246-0564;workforce.ui.advances.repaymentAmountInvalid;ar-EG;يجب إدخال مبلغ سداد صحيح
v246-0565;workforce.ui.advances.repaymentAmountLabel;en-US;Repayment amount:
v246-0566;workforce.ui.advances.repaymentAmountLabel;ar-EG;مبلغ السداد:
v246-0567;workforce.ui.advances.repaymentDate;en-US;Repayment date
v246-0568;workforce.ui.advances.repaymentDate;ar-EG;تاريخ السداد
v246-0569;workforce.ui.advances.repaymentExceedsBalance;en-US;Repayment cannot exceed the remaining balance
v246-0570;workforce.ui.advances.repaymentExceedsBalance;ar-EG;مبلغ السداد لا يمكن أن يتجاوز الرصيد المتبقي
v246-0571;workforce.ui.advances.repaymentFailed;en-US;Repayment failed: {detail}
v246-0572;workforce.ui.advances.repaymentFailed;ar-EG;فشل السداد: {detail}
v246-0573;workforce.ui.advances.repaymentSuccess;en-US;Repayment of {amount} EGP recorded successfully
v246-0574;workforce.ui.advances.repaymentSuccess;ar-EG;تم تسجيل السداد بمبلغ {amount} ج.م بنجاح ✓
v246-0575;workforce.ui.advances.resume;en-US;Resume
v246-0576;workforce.ui.advances.resume;ar-EG;استئناف
v246-0577;workforce.ui.advances.resumeConfirm;en-US;Resume advance deductions?
v246-0578;workforce.ui.advances.resumeConfirm;ar-EG;هل أنت متأكد من استئناف اقتطاع السلفة؟
v246-0579;workforce.ui.advances.resumeFailed;en-US;Could not resume the advance: {detail}
v246-0580;workforce.ui.advances.resumeFailed;ar-EG;فشل استئناف السلفة: {detail}
v246-0581;workforce.ui.advances.resumeSuccess;en-US;Advance deductions resumed
v246-0582;workforce.ui.advances.resumeSuccess;ar-EG;تم استئناف خصم السلفة بنجاح ✓
v246-0583;workforce.ui.advances.saveFailed;en-US;Could not save the advance: {detail}
v246-0584;workforce.ui.advances.saveFailed;ar-EG;فشل حفظ السلفة: {detail}
v246-0585;workforce.ui.advances.savePolicy;en-US;Save policy
v246-0586;workforce.ui.advances.savePolicy;ar-EG;حفظ السياسة
v246-0587;workforce.ui.advances.select;en-US;Select
v246-0588;workforce.ui.advances.select;ar-EG;اختر
v246-0589;workforce.ui.advances.selectContractor;en-US;Select contractor *
v246-0590;workforce.ui.advances.selectContractor;ar-EG;اختر المقاول *
v246-0591;workforce.ui.advances.selectEmployee;en-US;Select employee *
v246-0592;workforce.ui.advances.selectEmployee;ar-EG;اختر الموظف *
v246-0593;workforce.ui.advances.selectWorker;en-US;Select worker *
v246-0594;workforce.ui.advances.selectWorker;ar-EG;اختر العامل *
v246-0595;workforce.ui.advances.shortDescription;en-US;Short-term — one-time direct deduction
v246-0596;workforce.ui.advances.shortDescription;ar-EG;قصيرة الأجل — خصم مباشر دفعة واحدة
v246-0597;workforce.ui.advances.shortTerm;en-US;Short-term
v246-0598;workforce.ui.advances.shortTerm;ar-EG;قصيرة الأجل
v246-0599;workforce.ui.advances.summary;en-US;Advance summary:
v246-0600;workforce.ui.advances.summary;ar-EG;ملخص السلفة:
v246-0601;workforce.ui.advances.suspended;en-US;Suspended
v246-0602;workforce.ui.advances.suspended;ar-EG;موقوفة
v246-0603;workforce.ui.advances.termType;en-US;Advance type
v246-0604;workforce.ui.advances.termType;ar-EG;نوع السلفة
v246-0605;workforce.ui.advances.title;en-US;Manage employee, worker, and contractor advances and installment schedules
v246-0606;workforce.ui.advances.title;ar-EG;إدارة سُلف الموظفين والعمال والمقاولين وجدولة الأقساط
v246-0607;workforce.ui.advances.totalAmount;en-US;Total amount
v246-0608;workforce.ui.advances.totalAmount;ar-EG;المبلغ الكلي
v246-0609;workforce.ui.advances.totalGranted;en-US;Total granted
v246-0610;workforce.ui.advances.totalGranted;ar-EG;إجمالي المبالغ الممنوحة
v246-0611;workforce.ui.advances.totalOpen;en-US;Open advances
v246-0612;workforce.ui.advances.totalOpen;ar-EG;إجمالي السلف القائمة
v246-0613;workforce.ui.advances.totalRemaining;en-US;Total remaining balance
v246-0614;workforce.ui.advances.totalRemaining;ar-EG;إجمالي الأرصدة المتبقية
v246-0615;workforce.ui.advances.version;en-US;Version
v246-0616;workforce.ui.advances.version;ar-EG;إصدار
v246-0617;workforce.ui.advances.weekly;en-US;Weekly
v246-0618;workforce.ui.advances.weekly;ar-EG;أسبوعي
v246-0619;workforce.ui.advances.workerCategoryException;en-US;Worker category exception
v246-0620;workforce.ui.advances.workerCategoryException;ar-EG;استثناء حسب فئة العمال
v246-0621;workforce.ui.advances.workerException;en-US;Worker exception
v246-0622;workforce.ui.advances.workerException;ar-EG;استثناء حسب العامل
v246-0623;workforce.ui.advances.workerRequired;en-US;Worker *
v246-0624;workforce.ui.advances.workerRequired;ar-EG;العامل *
v246-0625;workforce.ui.all;en-US;All
v246-0626;workforce.ui.all;ar-EG;الكل
v246-0627;workforce.ui.cancel;en-US;Cancel
v246-0628;workforce.ui.cancel;ar-EG;إلغاء
v246-0629;workforce.ui.categories.add;en-US;+ Add worker category
v246-0630;workforce.ui.categories.add;ar-EG;+ إضافة فئة عمال جديدة
v246-0631;workforce.ui.categories.addTitle;en-US;Add worker category
v246-0632;workforce.ui.categories.addTitle;ar-EG;إضافة فئة عمال جديدة
v246-0633;workforce.ui.categories.both;en-US;Shared: workers and employees (BOTH)
v246-0634;workforce.ui.categories.both;ar-EG;مشتركة: عمال وموظفون (BOTH)
v246-0635;workforce.ui.categories.code;en-US;Category code
v246-0636;workforce.ui.categories.code;ar-EG;كود الفئة
v246-0637;workforce.ui.categories.codeError;en-US;Category code is required.
v246-0638;workforce.ui.categories.codeError;ar-EG;كود الفئة مطلوب.
v246-0639;workforce.ui.categories.codeRequired;en-US;Category code *
v246-0640;workforce.ui.categories.codeRequired;ar-EG;كود الفئة *
v246-0641;workforce.ui.categories.cycle;en-US;Default settlement cycle
v246-0642;workforce.ui.categories.cycle;ar-EG;دورة التسوية الافتراضية
v246-0643;workforce.ui.categories.dailyRate;en-US;Default daily rate
v246-0644;workforce.ui.categories.dailyRate;ar-EG;اليومية الافتراضية
v246-0645;workforce.ui.categories.dailyRateRequired;en-US;Default daily rate (EGP) *
v246-0646;workforce.ui.categories.dailyRateRequired;ar-EG;اليومية الافتراضية (ج.م) *
v246-0647;workforce.ui.categories.description;en-US;Description
v246-0648;workforce.ui.categories.description;ar-EG;الوصف
v246-0649;workforce.ui.categories.export;en-US;⇩ Export Excel
v246-0650;workforce.ui.categories.export;ar-EG;⇩ تصدير Excel
v246-0651;workforce.ui.categories.eyebrow;en-US;Worker category management
v246-0652;workforce.ui.categories.eyebrow;ar-EG;إدارة فئات العمالة
v246-0653;workforce.ui.categories.halfMonth;en-US;Half-monthly (15 days)
v246-0654;workforce.ui.categories.halfMonth;ar-EG;نصف شهري (15 يومًا)
v246-0655;workforce.ui.categories.hours;en-US;Standard daily hours
v246-0656;workforce.ui.categories.hours;ar-EG;ساعات اليوم القياسية
v246-0657;workforce.ui.categories.hoursRequired;en-US;Standard daily work hours *
v246-0658;workforce.ui.categories.hoursRequired;ar-EG;ساعات العمل اليومية القياسية *
v246-0659;workforce.ui.categories.monthly;en-US;Monthly (30 days)
v246-0660;workforce.ui.categories.monthly;ar-EG;شهري (30 يومًا)
v246-0661;workforce.ui.categories.name;en-US;Category name
v246-0662;workforce.ui.categories.name;ar-EG;اسم الفئة
v246-0663;workforce.ui.categories.nameError;en-US;Category name is required.
v246-0664;workforce.ui.categories.nameError;ar-EG;اسم الفئة مطلوب.
v246-0665;workforce.ui.categories.nameRequired;en-US;Category name *
v246-0666;workforce.ui.categories.nameRequired;ar-EG;اسم الفئة *
v246-0667;workforce.ui.categories.rateHoursError;en-US;Daily rate cannot be negative and work hours must be greater than zero.
v246-0668;workforce.ui.categories.rateHoursError;ar-EG;اليومية يجب ألا تكون سالبة وساعات العمل يجب أن تكون أكبر من صفر.
v246-0669;workforce.ui.categories.requiredError;en-US;Category code and name are required.
v246-0670;workforce.ui.categories.requiredError;ar-EG;كود الفئة واسم الفئة حقول إلزامية.
v246-0671;workforce.ui.categories.save;en-US;Save category
v246-0672;workforce.ui.categories.save;ar-EG;حفظ الفئة
v246-0673;workforce.ui.categories.saveFailed;en-US;Could not save the category. Try again.
v246-0674;workforce.ui.categories.saveFailed;ar-EG;تعذر حفظ الفئة. أعد المحاولة.
v246-0675;workforce.ui.categories.scope;en-US;Scope
v246-0676;workforce.ui.categories.scope;ar-EG;النطاق
v246-0677;workforce.ui.categories.scopeBoth;en-US;Shared (Both)
v246-0678;workforce.ui.categories.scopeBoth;ar-EG;مشتركة (Both)
v246-0679;workforce.ui.categories.scopeEmployee;en-US;Employees only
v246-0680;workforce.ui.categories.scopeEmployee;ar-EG;موظفون فقط
v246-0681;workforce.ui.categories.scopeNote;en-US;This screen manages WORKER categories. A shared BOTH category can also appear in employee categories and worker-category selectors. Employee-only categories are managed from the main categories screen.
v246-0682;workforce.ui.categories.scopeNote;ar-EG;هذه الشاشة تخص فئات العمال (WORKER). يمكن أيضًا إنشاء فئة مشتركة (BOTH) تظهر في شاشة فئات الموظفين وقوائم اختيار فئة العمال معًا. فئات الموظفين فقط (EMPLOYEE) تُدار من شاشة الفئات الرئيسية.
v246-0683;workforce.ui.categories.scopeRequired;en-US;Category scope *
v246-0684;workforce.ui.categories.scopeRequired;ar-EG;نطاق الفئة *
v246-0685;workforce.ui.categories.scopeWorker;en-US;Workers only
v246-0686;workforce.ui.categories.scopeWorker;ar-EG;عمال فقط
v246-0687;workforce.ui.categories.statusSuspended;en-US;Suspended
v246-0688;workforce.ui.categories.statusSuspended;ar-EG;معلق
v246-0689;workforce.ui.categories.title;en-US;Operational categories and standard daily rates
v246-0690;workforce.ui.categories.title;ar-EG;الفئات التشغيلية واليوميات القياسية
v246-0691;workforce.ui.categories.verifyFailed;en-US;The save request completed, but the category did not appear after refreshing the data.
v246-0692;workforce.ui.categories.verifyFailed;ar-EG;تم إرسال طلب الحفظ لكن الفئة لم تظهر بعد إعادة تحميل البيانات.
v246-0693;workforce.ui.categories.workerOnly;en-US;Workers only (WORKER)
v246-0694;workforce.ui.categories.workerOnly;ar-EG;عمال فقط (WORKER)
v246-0695;workforce.ui.close;en-US;Close
v246-0696;workforce.ui.close;ar-EG;إغلاق
v246-0697;workforce.ui.contractor;en-US;Contractor
v246-0698;workforce.ui.contractor;ar-EG;مقاول
v246-0699;workforce.ui.contractorAccounts.accountingModel;en-US;Accounting model
v246-0700;workforce.ui.contractorAccounts.accountingModel;ar-EG;نموذج الحساب
v246-0701;workforce.ui.contractorAccounts.contractor;en-US;Contractor
v246-0702;workforce.ui.contractorAccounts.contractor;ar-EG;المقاول
v246-0703;workforce.ui.contractorAccounts.eyebrow;en-US;Contractor accounts
v246-0704;workforce.ui.contractorAccounts.eyebrow;ar-EG;حسابات المقاولين
v246-0705;workforce.ui.contractorAccounts.feeOrRate;en-US;Fee / independent rate
v246-0706;workforce.ui.contractorAccounts.feeOrRate;ar-EG;العمولة / السعر المستقل
v246-0707;workforce.ui.contractorAccounts.paid;en-US;Paid
v246-0708;workforce.ui.contractorAccounts.paid;ar-EG;المسدد
v246-0709;workforce.ui.contractorAccounts.printReceipt;en-US;Print receipt statement
v246-0710;workforce.ui.contractorAccounts.printReceipt;ar-EG;طباعة كشف الاستلام
v246-0711;workforce.ui.contractorAccounts.remaining;en-US;Remaining to pay
v246-0712;workforce.ui.contractorAccounts.remaining;ar-EG;المتبقي للصرف
v246-0713;workforce.ui.contractorAccounts.title;en-US;Contractor receipt statements and payable balances
v246-0714;workforce.ui.contractorAccounts.title;ar-EG;كشوف استلام المقاولين وأرصدة المستحقات
v246-0715;workforce.ui.contractorAccounts.totalPayable;en-US;Total payable
v246-0716;workforce.ui.contractorAccounts.totalPayable;ar-EG;إجمالي المستحق
v246-0717;workforce.ui.contractorAccounts.workerNetTotal;en-US;Workers net total
v246-0718;workforce.ui.contractorAccounts.workerNetTotal;ar-EG;مجموع صافي العمال
v246-0719;workforce.ui.contractors.accountingModel;en-US;Accounting model
v246-0720;workforce.ui.contractors.accountingModel;ar-EG;نموذج المحاسبة
v246-0721;workforce.ui.contractors.add;en-US;+ Add contractor
v246-0722;workforce.ui.contractors.add;ar-EG;+ إضافة مقاول جديد
v246-0723;workforce.ui.contractors.addTitle;en-US;Add contractor
v246-0724;workforce.ui.contractors.addTitle;ar-EG;إضافة مقاول جديد
v246-0725;workforce.ui.contractors.code;en-US;Code
v246-0726;workforce.ui.contractors.code;ar-EG;الكود
v246-0727;workforce.ui.contractors.codeRequired;en-US;Contractor code *
v246-0728;workforce.ui.contractors.codeRequired;ar-EG;كود المقاول *
